Package Name,Directory Name,Prefixes,File Numbers,File Names,Globals,VDL ID
,,,509850.9,AUDIOMETRIC EXAM DATA,,
RADIOLOGY/NUCLEAR MEDICINE,Radiology Nuclear Medicine,RA,34,CONTRACT/SHARING AGREEMENTS,,98
,,,70,RAD/NUC MED PATIENT,,
,,,70.2,NUC MED EXAM DATA,,
,,,71,RAD/NUC MED PROCEDURES,,
,,,71.1,MAJOR RAD/NUC MED AMIS CODES,,
,,,71.2,PROCEDURE MODIFIERS,,
,,,71.3,RAD/NUC MED COMMON PROCEDURE,,
,,,71.4,RAD/NUC MED PROCEDURE MESSAGE,,
,,,71.5,IMAGING STOP CODES,,
,,,71.6,ROUTE OF ADMINISTRATION,,
,,,71.7,SITE OF ADMINISTRATION,,
,,,71.8,RADIOPHARMACEUTICAL SOURCE,,
,,,71.9,RADIOPHARMACEUTICAL LOT,,
,,,72,EXAMINATION STATUS,,
,,,73.1,RAD MODALITY DEFINED TERMS,,
,,,73.2,RADIOLOGY CPT BY PROCEDURE TYPE,,
,,,74,RAD/NUC MED REPORTS,,
,,,74.1,STANDARD REPORTS,,
,,,74.2,REPORT BATCHES,,
,,,74.3,REPORT DISTRIBUTION QUEUE,,
,,,74.4,REPORT DISTRIBUTION,,
,,,75.1,RAD/NUC MED ORDERS,,
,,,75.2,RAD/NUC MED REASON,,
,,,78.1,COMPLICATION TYPES,,
,,,78.2,LBL/HDR/FTR FORMATS,,
,,,78.3,DIAGNOSTIC CODES,,
,,,78.4,FILM SIZES,,
,,,78.6,CAMERA/EQUIP/RM,,
,,,78.7,LABEL PRINT FIELDS,,
,,,79,RAD/NUC MED DIVISION,,
,,,79.1,IMAGING LOCATIONS,,
,,,79.2,IMAGING TYPE,,
,,,79.3,HL7 MESSAGE EXCEPTIONS,,
,,,79.7,RAD/NUC MED HL7 APPLICATION EXCEPTION,,
RECORD TRACKING,Record Tracking,RT,190,RECORDS,,53
,,,190.1,REQUESTED RECORDS,,
,,,190.2,MISSING RECORDS,,
,,,190.3,RECORD MOVEMENT HISTORY,,
,,,194.2,PULL LIST,,
,,,194.3,RECORD TRACKING SORT GLOBAL,,
,,,194.4,LABEL FORMAT,,
,,,194.5,LABEL PRINT FIELD,,
,,,195.1,RECORD TRACKING APPLICATION,,
,,,195.2,RECORD TYPES,,
,,,195.3,RECORD MOVEMENT TYPES,,
,,,195.4,RECORD TRACKING SYSTEM PARAMETERS,,
,,,195.6,REASONS,,
,,,195.9,BORROWERS/FILE AREAS,,
REGISTRATION,Registration,DG,2,PATIENT,,55
,,DGQE,8,ELIGIBILITY CODE,,
,,DPT,8.1,MAS ELIGIBILITY CODE,,
,,VA,8.2,IDENTIFICATION FORMAT,,
,,VIC,10,RACE,,
,,!DGBT,10.2,ETHNICITY,,
,,!DGJ,10.3,RACE AND ETHNICITY COLLECTION METHOD,,
,,!DGYA,11,MARITAL STATUS,,
,,!VALM,13,RELIGION,,
,,,21,PERIOD OF SERVICE,,
,,,22,POW PERIOD,,
,,,23,BRANCH OF SERVICE,,
,,,25,TYPE OF DISCHARGE,,
,,,26.11,PRF LOCAL FLAG,,
,,,26.12,PRF LOCAL FLAG HISTORY,,
,,,26.13,PRF ASSIGNMENT,,
,,,26.14,PRF ASSIGNMENT HISTORY,,
,,,26.15,PRF NATIONAL FLAG,,
,,,26.16,PRF TYPE,,
,,,26.17,PRF HL7 TRANSMISSION LOG,,
,,,26.18,PRF PARAMETERS,,
,,,26.19,PRF HL7 QUERY LOG,,
,,,26.21,PRF HL7 EVENT,,
,,,27.11,PATIENT ENROLLMENT,,
,,,27.12,ENROLLMENT QUERY LOG,,
,,,27.14,ENROLLMENT/ELIGIBILITY UPLOAD AUDIT,,
,,,27.15,ENROLLMENT STATUS,,
,,,27.16,ENROLLMENT GROUP THRESHOLD,,
,,,27.17,CATASTROPHIC DISABILITY REASONS,,
,,,27.18,PENSION AWARD REASONS,,
,,,28.11,NOSE AND THROAT RADIUM HISTORY,,
,,,29.11,MST HISTORY,,
,,,30,DISPOSITION LATE REASON,,
,,,35,OTHER FEDERAL AGENCY,,
,,,35.1,SHARING AGREEMENT CATEGORY,,
,,,35.2,SHARING AGREEMENT SUB-CATEGORY,,
,,,37,DISPOSITION,,
,,,38.1,DG SECURITY LOG,,
,,,38.5,INCONSISTENT DATA,,
,,,38.6,INCONSISTENT DATA ELEMENTS,,
,,,39.1,EMBOSSED CARD TYPE,,
,,,39.2,EMBOSSING DATA,,
,,,39.3,EMBOSSER EQUIPMENT FILE,,
,,,39.4,ADT/HL7 TRANSMISSION,,
,,,39.6,VIC REQUEST,,
,,,39.7,VIC HL7 TRANSMISSION LOG,,
,,,40.1,OPC,,
,,,40.15,OPC ERRORS,,
,,,40.8,MEDICAL CENTER DIVISION,,
,,,41.1,SCHEDULED ADMISSION,,
,,,41.41,PRE-REGISTRATION AUDIT,,
,,,41.42,PRE-REGISTRATION CALL LIST,,
,,,41.43,PRE-REGISTRATION CALL LOG,,
,,,41.9,CENSUS,,
,,,42,WARD LOCATION,,
,,,42.4,SPECIALTY,,
,,,42.5,WAIT LIST,,
,,,42.55,PRIORITY GROUPING,,
,,,42.6,AMIS 334-341,,
,,,42.7,AMIS 345&346,,
,,,43,MAS PARAMETERS,,
,,,43.1,MAS EVENT RATES,,
,,,43.11,MAS AWARD,,
,,,43.4,VA ADMITTING REGULATION,,
,,,43.5,G&L CORRECTIONS,,
,,,43.61,G&L TYPE OF CHANGE,,
,,,43.7,ADT TEMPLATE,,
,,,45,PTF,,
,,,45.1,SOURCE OF ADMISSION,,
,,,45.2,PTF TRANSFERRING FACILITY,,
,,,45.3,SURGICAL SPECIALTY,,
,,,45.4,PTF DIALYSIS TYPE,,
,,,45.5,PTF MESSAGE,,
,,,45.6,PLACE OF DISPOSITION,,
,,,45.61,PTF ABUSED SUBSTANCE,,
,,,45.62,PTF ARCHIVE/PURGE HISTORY FILE,,
,,,45.64,PTF AUSTIN ERROR CODES,,
,,,45.68,FACILITY SUFFIX,,
,,,45.7,FACILITY TREATING SPECIALTY,,
,,,45.81,STATION TYPE,,
,,,45.82,CATEGORY OF BENEFICIARY,,
,,,45.83,PTF RELEASE,,
,,,45.84,PTF CLOSE OUT,,
,,,45.85,CENSUS WORKFILE,,
,,,45.86,PTF CENSUS DATE,,
,,,45.87,PTF TRANSACTION REQUEST LOG,,
,,,45.88,PTF EXPANDED CODE CATEGORY,,
,,,45.89,PTF EXPANDED CODE,,
,,,45.9,PAF,,
,,,45.91,RUG-II,,
,,,46,INPATIENT CPT CODE,,
,,,46.1,INPATIENT POV,,
,,,46.11,RAI MDS MONITOR,,
,,,46.12,RAI MDS WARD TRANSLATION,,
,,,46.13,RAI MDS ROOM-BED TRANSLATION,,
,,,46.14,RAI MDS ASIH PATIENT,,
,,,47,MAS FORMS AND SCREENS,,
,,,48,MAS RELEASE NOTES,,
,,,48.5,MAS MODULE,,
,,,389.9,STATION NUMBER (TIME SENSITIVE),,
,,,390,ENROLLMENT RATED DISABILITY UPLOAD AUDIT,,
,,,391,TYPE OF PATIENT,,
,,,391.1,AMIS SEGMENT,,
,,,391.23,DG REGISTER ONCE FIELD DEFINITION,,
,,,391.31,HOME TELEHEALTH PATIENT,,
,,,391.71,ADT/HL7 PIVOT,,
,,,391.72,ADT/HL7 EVENT REASON,,
,,,391.91,TREATING FACILITY LIST,,
,,,391.92,VAFC ASSIGNING AUTHORITY,,
,,,391.98,PATIENT DATA EXCEPTION,,
,,,391.984,EXCEPTION STATUS,,
,,,391.99,PATIENT DATA ELEMENT,,
,,,405,PATIENT MOVEMENT,,
,,,405.1,FACILITY MOVEMENT TYPE,,
,,,405.2,MAS MOVEMENT TYPE,,
,,,405.3,MAS MOVEMENT TRANSACTION TYPE,,
,,,405.4,ROOM-BED,,
,,,405.5,MAS OUT-OF-SERVICE,,
,,,405.6,ROOM-BED DESCRIPTION,,
,,,406.41,LODGING REASON,,
,,,407.7,TRANSMISSION ROUTERS,,
,,,408,DISCRETIONARY WORKLOAD,,
,,,408.11,RELATIONSHIP,,
,,,408.12,PATIENT RELATION,,
,,,408.13,INCOME PERSON,,
,,,408.41,MEANS TEST CHANGES,,
,,,408.42,MEANS TEST CHANGES TYPE,,
RELEASE OF INFORMATION - DSSI,Release Of Information - DSSI,DSIR,,,,
REMOTE ORDER/ENTRY SYSTEM,Remote Order Entry System,RMPF,791810,STATION ORDER,,99
,,RMPJ,791810.1,ORDER TYPE,,
,,,791810.2,ORDER STATUS,,
,,,791810.3,DISABILITY,,
,,,791810.4,ROES ELIGIBILITY,,
,,,791810.5,ROES MENU,,
,,,791810.6,ORDER DELAY REASONS,,
,,,791811,REMOTE INVENTORY PRODUCT,,
,,,791811.1,REMOTE PRODUCT GROUP,,
,,,791811.2,HEARING AID COMPONENTS,,
,,,791811.3,BATTERY,,
,,,791811.4,REMOTE PROSTHETIC ITEM BRANDS,,
,,,791812,TRANSMISSION BATCH,,
,,,791813,REMOTE ORDER/ENTRY PARAMETER,,
,,,791814,ROES ELIGIBILITY CONFIRMATION,,
RPC BROKER,RPC Broker,XWB,8994,REMOTE PROCEDURE,,23
,,,8994.1,RPC BROKER SITE PARAMETERS,,
RUN TIME LIBRARY,Run Time Library,RGUT,,,,
SAGG PROJECT,SAGG Project,KMPS,8970.1,SAGG PROJECT,,115
,,A1B5,,,,
SCHEDULING,Scheduling,SD,40.7,CLINIC STOP,,100
,,SC,40.9,LOCATION TYPE,,
,,,44,HOSPITAL LOCATION,,
,,,44.3,SDAM DATA MAP,,
,,,403.35,SCHEDULING USER PREFERENCE,,
,,,403.43,SCHEDULING EVENT,,
,,,403.44,SCHEDULING REASON,,
,,,403.46,STANDARD POSITION,,
,,,403.47,TEAM PURPOSE,,
,,,403.5,RECALL REMINDERS,,
,,,403.51,RECALL REMINDERS APPT TYPE,,
,,,403.52,RECALL REMINDERS LETTERS,,
,,,403.53,RECALL REMINDERS PARAMETERS,,
,,,403.54,RECALL REMINDERS PROVIDERS,,
,,,403.55,RECALL REMINDERS TEAM,,
,,,403.56,RECALL REMINDERS REMOVED,,
,,,404.41,OUTPATIENT PROFILE,,
,,,404.42,PATIENT TEAM ASSIGNMENT,,
,,,404.43,PATIENT TEAM POSITION ASSIGNMENT,,
,,,404.44,PCMM PARAMETER,,
,,,404.45,PCMM SERVER PATCH,,
,,,404.46,PCMM CLIENT PATCH,,
,,,404.471,PCMM HL7 TRANSMISSION LOG,,
,,,404.472,PCMM HL7 ERROR CODE,,
,,,404.48,PCMM HL7 EVENT,,
,,,404.49,PCMM HL7 ID,,
,,,404.51,TEAM,,
,,,404.52,POSITION ASSIGNMENT HISTORY,,
,,,404.53,PRECEPTOR ASSIGNMENT HISTORY,,
,,,404.56,TEAM AUTOLINK,,
,,,404.57,TEAM POSITION,,
,,,404.58,TEAM HISTORY,,
,,,404.59,TEAM POSITION HISTORY,,
,,,404.61,MH PCMM STOP CODES,,
,,,404.91,SCHEDULING PARAMETER,,
,,,404.92,SCHEDULING REPORT DEFINITION,,
,,,404.93,SCHEDULING REPORT FIELDS DEFINITION,,
,,,404.94,SCHEDULING REPORT GROUP,,
,,,404.95,SCHEDULING REPORT QUERY TEMPLATE,,
,,,404.98,SCHEDULING CONVERSION SPECIFICATION TEMPLATE,,
,,,407.5,LETTER,,
,,,407.6,LETTER TYPE,,
,,,409.1,APPOINTMENT TYPE,,
,,,409.2,CANCELLATION REASONS,,
,,,409.3,SD WAIT LIST,,
,,,409.31,SD WL SERVICE/SPECIALTY,,
,,,409.32,SD WL CLINIC LOCATION,,
,,,409.35,SDWL TRANSFER REQUEST,,
,,,409.36,SDWL TRANSFER ACCEPT,,
,,,409.39,EWL CLEAN-UP,,
,,,409.41,OUTPATIENT CLASSIFICATION TYPE,,
,,,409.42,OUTPATIENT CLASSIFICATION,,
,,,409.43,OUTPATIENT DIAGNOSIS,,
,,,409.44,OUTPATIENT PROVIDER,,
,,,409.45,OUTPATIENT CLASSIFICATION STOP CODE EXCEPTION,,
,,,409.48,SDSC SERVICE CONNECTED CHANGES,,
,,,409.5,SCHEDULING VISITS,,
,,,409.55,APPOINTMENT PFSS ACCOUNT REFERENCE,,
,,,409.6,PATIENT APPOINTMENT INFO LOG,,
,,,409.62,APPOINTMENT GROUP,,
,,,409.63,APPOINTMENT STATUS,,
,,,409.64,QUERY OBJECT,,
,,,409.65,APPOINTMENT STATUS UPDATE LOG,,
,,,409.66,APPOINTMENT TRANSACTION TYPE,,
,,,409.67,CLINIC GROUP,,
,,,409.68,OUTPATIENT ENCOUNTER,,
,,,409.73,TRANSMITTED OUTPATIENT ENCOUNTER,,
,,,409.74,DELETED OUTPATIENT ENCOUNTER,,
,,,409.75,TRANSMITTED OUTPATIENT ENCOUNTER ERROR,,
,,,409.76,TRANSMITTED OUTPATIENT ENCOUNTER ERROR CODE,,
,,,409.77,ACRP TRANSMISSION HISTORY,,
,,,409.91,ACRP REPORT TEMPLATE,,
,,,409.92,ACRP REPORT TEMPLATE PARAMETER,,
SHIFT HANDOFF TOOL,Shift Handoff Tool,CRHD,183,CRHD HANDOFF PARAMETERS,,175
,,,183.2,CRHD TEMPORARY DATA,,
,,,183.3,CRHD HOT TEAM PATIENT LIST,,
,,,183.4,CRHD TEAM CONTACT LIST,,
SOCIAL WORK,Social Work,SOW,650,SOCIAL WORK CASE,,101
,,SWBH,650.1,SOCIAL WORK SITE PARAMETERS,,
,,SWFG,651,COST DISTRIBUTION CENTER,,
,,,652,RCH,,
,,,653,RESOURCES/REFERRALS,,
,,,655,SOCIAL WORK PATIENT,,
,,,655.2,SWS ASSESSMENT DATA BASE,,
,,,655.201,PSYCHO-SOCIAL PROBLEMS,,
,,,655.202,DIRECT SERVICE CATEGORIES,,
,,,655.203,PSYCHO-SOCIAL OUTCOMES,,
,,,656,SWS RESOURCES,,
SPINAL CORD DYSFUNCTION,Spinal Cord Dysfunction,SPN,154,SCD (SPINAL CORD) REGISTRY,,102
,,,154.01,SCD NLOI CATEGORY,,
,,,154.03,ETIOLOGY,,
,,,154.1,OUTCOMES,,
,,,154.11,FUNCTIONAL STATUS LEVEL,,
,,,154.12,SCD DISPOSITION CODES,,
,,,154.2,SCD KURTZKE-EDSS,,
,,,154.3,OUTCOME SCORE TYPES,,
,,,154.7,PHYSICAL FACILITY,,
,,,154.8,AD HOC MACRO,,
,,,154.91,SCD SITE PARAMETERS,,
,,,154.92,SCD FILTER,,
,,,154.991,SPN ADMISSIONS,,
SURGERY,Surgery,SR,130,SURGERY,,103
,,,131,PERSON FIELD RESTRICTION,,
,,,131.01,SURGERY TRANSPORTATION DEVICES,,
,,,131.25,OPERATION TIMES,,
,,,131.6,SURGERY DISPOSITION,,
,,,131.7,OPERATING ROOM,,
,,,131.8,SURGERY UTILIZATION,,
,,,131.9,PROSTHESIS,,
,,,132,SURGERY POSITION,,
,,,132.05,RESTRAINTS AND POSITIONAL AIDS,,
,,,132.4,SURGICAL DELAY,,
,,,132.8,ASA CLASS,,
,,,132.9,ATTENDING CODES,,
,,,132.95,ANESTHESIA SUPERVISOR CODES,,
,,,133,SURGERY SITE PARAMETERS,,
,,,133.2,SURGERY INTERFACE PARAMETER,,
,,,133.4,MONITORS,,
,,,133.6,IRRIGATION,,
,,,133.7,SURGERY REPLACEMENT FLUIDS,,
,,,133.8,SURGERY WAITING LIST,,
,,,134,OPERATING ROOM TYPE,,
,,,135,SURGERY CANCELLATION REASON,,
,,,135.1,SKIN PREP AGENTS,,
,,,135.2,SKIN INTEGRITY,,
,,,135.3,PATIENT MOOD,,
,,,135.4,PATIENT CONSCIOUSNESS,,
,,,136,SURGERY PROCEDURE/DIAGNOSIS CODES,,
,,,136.5,PERIOPERATIVE OCCURRENCE CATEGORY,,
,,,137,CPT EXCLUSIONS,,
,,,137.45,LOCAL SURGICAL SPECIALTY,,
,,,138,ELECTROGROUND POSITIONS,,
,,,139.2,RISK MODEL LAB TEST,,
,,,139.5,SURGERY TRANSPLANT ASSESSMENTS,,
SURVEY GENERATOR,Survey Generator,QAP,748,SURVEY,,27
,,,748.2,DEMOGRAPHIC REFERENCE,,
,,,748.25,SURVEY QUESTIONS,,
,,,748.3,SURVEY RESPONSE DATA,,
TEXT INTEGRATION UTILITIES,Text Integration Utility,TIU,8925,TIU DOCUMENT,,65
,,,8925.1,TIU DOCUMENT DEFINITION,,
,,,8925.2,TIU UPLOAD BUFFER,,
,,,8925.3,TIU UPLOAD ERROR DEFINITION,,
,,,8925.4,TIU UPLOAD LOG,,
,,,8925.5,TIU AUDIT TRAIL,,
,,,8925.6,TIU STATUS,,
,,,8925.7,TIU MULTIPLE SIGNATURE,,
,,,8925.8,TIU SEARCH CATEGORIES,,
,,,8925.9,TIU PROBLEM LINK,,
,,,8925.91,TIU EXTERNAL DATA LINK,,
,,,8925.93,TIU PRINT PARAMETERS,,
,,,8925.94,TIU DIVISION PRINT PARAMETERS,,
,,,8925.95,TIU DOCUMENT PARAMETERS,,
,,,8925.97,TIU CONVERSIONS,,
,,,8925.98,TIU PERSONAL DOCUMENT TYPE LIST,,
,,,8925.99,TIU PARAMETERS,,
,,,8926,TIU PERSONAL PREFERENCES,,
,,,8926.1,TIU VHA ENTERPRISE STANDARD TITLE,,
,,,8926.2,TIU LOINC SUBJECT MATTER DOMAIN,,
,,,8926.3,TIU LOINC ROLE,,
,,,8926.4,TIU LOINC SETTING,,
,,,8926.5,TIU LOINC SERVICE,,
,,,8926.6,TIU LOINC DOCUMENT TYPE,,
,,,8926.72,TIU LOINC SMD SYNONYMS,,
,,,8926.73,TIU LOINC ROLE SYNONYMS,,
,,,8926.74,TIU LOINC SETTING SYNONYMS,,
,,,8926.75,TIU LOINC SERVICE SYNONYMS,,
,,,8926.76,TIU LOINC DOCUMENT TYPE SYNONYMS,,
,,,8927,TIU TEMPLATE,,
,,,8927.1,TIU TEMPLATE FIELD,,
TOOLKIT,Toolkit,XT,9.9,PATCH MONITOR,AWC,12
,,AWCM,9.95,PATCH MONITOR PARAMETER,,
,,XD,15,DUPLICATE RECORD,,
,,XIN,15.1,DUPLICATE RESOLUTION,,
,,XPAR,15.2,XDR MERGE PROCESS,,
,,XQAB,15.3,XDR REPOINTED ENTRY,,
,,XUC,15.4,MERGE IMAGES,,
,,XUR,950,XML ENTITY CATALOG,,
,,ZIN,8980,KERMIT HOLDING,,
,,ZTED,8984.1,LOCAL KEYWORD,,
,,,8984.2,LOCAL SHORTCUT,,
,,,8984.3,LOCAL SYNONYM,,
,,,8984.4,LOCAL LOOKUP,,
,,,8985.1,XTID VUID FOR SET OF CODES,,
,,,8987.1,MSM RTHIST SITE,,
,,,8987.2,MSM RTHIST REPORT DATA,,
,,,8989.5,PARAMETERS,,
,,,8989.51,PARAMETER DEFINITION,,
,,,8989.518,PARAMETER ENTITY,,
,,,8989.52,PARAMETER TEMPLATE,,
,,,8991,XTV ROUTINE CHANGES,,
,,,8991.19,XTV VERIFICATION PACKAGE,,
,,,8991.2,XTV GLOBAL CHANGES,,
,,,177100.12,CPRS MONITOR,,
,,,177100.13,CPRS MONITOR DATA,,
UTILIZATION MANAGEMENT ROLLUP,Utilization Management Rollup,IBQ,538,UTILIZATION MANAGEMENT ROLLUP,,
VA CERTIFIED COMPONENTS - DSSI,VA Certified Components - DSSI,DSIC,,,,
VA FILEMAN,VA FileMan,DI,.11,INDEX,,5
,,DD,.2,DESTINATION,,
,,DM,.31,KEY,,
,,,.4,PRINT TEMPLATE,,
,,,.401,SORT TEMPLATE,,
,,,.402,INPUT TEMPLATE,,
,,,.403,FORM,,
,,,.404,BLOCK,,
,,,.44,FOREIGN FORMAT,,
,,,.46,IMPORT TEMPLATE,,
,,,.5,FUNCTION,,
,,,.6,DD AUDIT,,
,,,.7,MUMPS OPERATING SYSTEM,,
,,,.81,DATA TYPE,,
,,,.83,COMPILED ROUTINE,,
,,,.84,DIALOG,,
,,,.85,LANGUAGE,,
,,,1,FILE,,
,,,1.1,AUDIT,,
,,,1.11,ARCHIVAL ACTIVITY,,
,,,1.12,FILEGRAM HISTORY,,
,,,1.13,FILEGRAM ERROR LOG,,
,,,1.2,ALTERNATE EDITOR,,
,,,1.521,SQLI_SCHEMA,,
,,,1.52101,SQLI_KEY_WORD,,
,,,1.5211,SQLI_DATA_TYPE,,
,,,1.5212,SQLI_DOMAIN,,
,,,1.5213,SQLI_KEY_FORMAT,,
,,,1.5214,SQLI_OUTPUT_FORMAT,,
,,,1.5215,SQLI_TABLE,,
,,,1.5216,SQLI_TABLE_ELEMENT,,
,,,1.5217,SQLI_COLUMN,,
,,,1.5218,SQLI_PRIMARY_KEY,,
,,,1.5219,SQLI_FOREIGN_KEY,,
,,,1.52191,SQLI_ERROR_TEXT,,
,,,1.52192,SQLI_ERROR_LOG,,
VA POINT OF SERVICE,VA Point of Service,VPS,,,,
VBECS,VBECS,VBEC,6002.01,VBECS WORKLOAD CAPTURE,,182
,,,6002.03,VBECS DSS EXTRACT,,
,,,6002.04,VBEC INTEGRITY,,
,,,6003,VISTA BLOOD BANK RESTRICTED OPTIONS LIST,,
,,,6005,VBECS MATCHING TABLE,,
,,,6007,STANDARD VBECS DATA,,
,,,6009,VBECS FILE & FIELD LEVEL SECURITY,,
VDEF,VDEF,VDEF,577,VDEF EVENT DESCRIPTION,,144
,,,577.4,VDEF EVENT SUBTYPES,,
,,,579.1,VDEF REQUESTOR,,
,,,579.2,VDEF DESTINATION,,
,,,579.3,VDEF REQUEST QUEUE,,
,,,579.5,VDEF PARAMETERS,,
,,,579.6,VDEF CUSTODIAL PACKAGE,,
VENDOR - AUDIOFAX INC.,Vendor - Audiofax Inc,VEX,,,,
VENDOR - DOCUMENT STORAGE SYS,Vendor - Document Storage Systems,VEJD,,,,
VIRTUAL PATIENT RECORD,Virtual Patient Record,VPR,,,,197
VISTALINK,VistALink,XOBV,18.03,VISTALINK LISTENER CONFIGURATION,,163
,,,18.04,VISTALINK LISTENER STARTUP LOG,,
,,,18.05,VISTALINK MESSAGE TYPE,,
VISTALINK SECURITY,VistALink Security,XOBS,,,,163
VISTA WEB,VistA Web,WEBV,,,,147
VISUAL IMPAIRMENT SERVICE TEAM,Visual Impairment Service Team,ANRV,2040,VIST ROSTER,,164
,,,2041,VIST PARAMETERS,,
,,,2041.5,VIST EYE DIAGNOSIS,,
,,,2041.6,VIST CHECKLIST OPTIONS,,
,,,2041.7,VIST BENEFITS AND SERVICES CHECKLIST,,
,,,2042,VIST REFERRAL FACILITY,,
,,,2042.5,VIST REFERRAL ROSTER,,
,,,2043,VIST LETTER,,
,,,2043.5,VARO CLAIMS,,
,,,2044,VIST LOCAL BENEFITS AND SERVICES,,
,,,2048,ANRV PATIENT REVIEW,,
,,,2048.1,ANRV PATIENT REVIEW SECTIONS,,
VOLUNTARY TIMEKEEPING,Voluntary Timekeeping,ABSV,503330,VOLUNTARY MASTER,ABS,135
,,,503330.1,VOLUNTARY TEMPORARY LOG,,
,,,503330.2,VOLUNTARY MEAL TICKET,,
,,,503331,VOLUNTEER DAILY TIME,,
,,,503332,VOLUNTARY SERVICE ASSIGNMENT CODES,,
,,,503333,VOLUNTEER'S SCHEDULED WORKDAYS,,
,,,503334,VOLUNTEER ORGANIZATION CODES,,
,,,503334.1,VOLUNTARY ORGANIZATION NATIONAL OFFICIAL,,
,,,503335,VOLUNTARY TIME CARD,,
,,,503336,OCCASIONAL VOLUNTEER TIME SHEET,,
,,,503337,VOLUNTARY AWARD CODES,,
,,,503338,VOLUNTARY SERVICE SITE PARAMETER,,
,,,503338.1,VOLUNTARY LABEL CONFIGURATION,,
,,,503339,VOLUNTARY PHRASE,,
,,,503339.1,VOLUNTARY SERVER MESSAGE,,
,,,503339.2,VOLUNTARY SERVICE DIRECTORY,,
,,,503339.3,VOLUNTARY SERVICE PROGRAMS,,
,,,503339.5,VOLUNTARY MIGRATION LOG,,
,,,503339.9,VOLUNTARY SERVICE SUPPLEMENT,,
,,,503340,DONATIONS,,
,,,503340.1,DONATIONS LETTER RECIPIENT,,
,,,503341,DONATIONS LETTER FORMAT,,
,,,503342,GPF/DONATIONS,,
,,,503343,FIELD SERVICE RECEIPT,,
,,,503344,TEMPORARY RECEIPT,,
,,,503345,DONATION PURPOSE,,
,,,503346.1,INDIVIDUAL DONOR,,
,,,503347,POST/CHAPTER/UNIT,,
WEB SERVICES CLIENT,Web Services Client,XOBW,18.02,WEB SERVICE,,180
,,,18.12,WEB SERVER,,
,,,18.13,WEB SERVER LOOKUP KEY,,
WIRELESS MEDICATION ADMIN,Wireless Medication Administration,WMA,,,,
WOMEN'S HEALTH,Womens Health,WV,790,WV PATIENT,,109
,,,790.01,WV CASE MANAGER,,
,,,790.02,WV SITE PARAMETER,,
,,,790.03,WV PAP REGIMEN,,
,,,790.04,WV PAP REGIMEN LOG,,
,,,790.05,WV PREGNANCY LOG,,
,,,790.07,WV REFERRAL SOURCE,,
,,,790.08,WV LAB TESTS,,
,,,790.1,WV PROCEDURE,,
,,,790.2,WV PROCEDURE TYPE,,
,,,790.3,WV REFUSALS,,
,,,790.31,WV RESULTS/DIAGNOSIS,,
,,,790.32,WV DIAGNOSTIC CODE TRANSLATION,,
,,,790.4,WV NOTIFICATION,,
,,,790.403,WV NOTIFICATION TYPE,,
,,,790.404,WV NOTIFICATION PURPOSE,,
,,,790.405,WV NOTIFICATION OUTCOME,,
,,,790.5,WV CERVICAL TX NEED,,
,,,790.51,WV BREAST TX NEED,,
,,,790.6,WV LETTER,,
,,,790.71,WV SNAPSHOT REPORTS,,
,,,790.72,WV AGE RANGE DEFAULT,,
WOUNDED INJURED & ILL WARRIORS,Wounded Injured and Ill Warriors,WII,987.5,WII ADMISSIONS DISCHARGES,,178
,,,987.6,WII PARAMETERS,,
